Wales Regions,Counties,Number of Projects ,Electrical Capacity (MWe) ,Heat Capacity (MWth) ,Electrical Generation (MWhe) ,Heat Generation (MWhth) ,Technology,Year
Mid & South West Wales,Swansea ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
Mid & South West Wales,Neath Port Talbot ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales ,Bridgend ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Vale of Glamorgan ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Cardiff ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Rhondda Cynon Taf ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Merthyr Tydfil ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Caerphilly ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Blaenau Gwent ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Torfaen ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Monmouthshire ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
South East Wales,Newport ,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
Offshore ,Offshore,3,726.0,0.0,2098720.8,0.0,Offshore Wind,2017
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Offshore Wind,2017
North Wales ,Isle of Anglesey ,48,39.3252,0.0,93011.96304,0.0,Onshore Wind,2017
North Wales,Gwynedd ,35,6.0027,0.0,14197.58604,0.0,Onshore Wind,2017
North Wales,Conwy ,39,18.5554,0.0,43887.23208,0.0,Onshore Wind,2017
North Wales,Denbighshire ,37,34.383,0.0,81322.6716,0.0,Onshore Wind,2017
North Wales,Flintshire ,16,0.1277,0.0,302.03604,0.0,Onshore Wind,2017
North Wales,Wrexham ,1,0.02,0.0,47.304,0.0,Onshore Wind,2017
Mid & South West Wales,Powys ,117,185.2231,0.0,438089.67612,0.0,Onshore Wind,2017
Mid & South West Wales,Ceredigion ,76,84.6628,0.0,200244.45456,0.0,Onshore Wind,2017
Mid & South West Wales,Pembrokeshire ,148,24.4834,0.0,57908.13768,0.0,Onshore Wind,2017
Mid & South West Wales,Carmarthenshire ,112,87.67607,0.0,207371.440764,0.0,Onshore Wind,2017
Mid & South West Wales,Swansea ,4,1.425,0.0,3370.41,0.0,Onshore Wind,2017
Mid & South West Wales,Neath Port Talbot ,11,235.55524,0.0,654721.647374,0.0,Onshore Wind,2017
South East Wales ,Bridgend ,14,61.704,0.0,145942.3008,0.0,Onshore Wind,2017
South East Wales,Vale of Glamorgan ,6,1.1,0.0,2601.72,0.0,Onshore Wind,2017
South East Wales,Cardiff ,3,0.106,0.0,250.7112,0.0,Onshore Wind,2017
South East Wales,Rhondda Cynon Taf ,11,192.12076,0.0,517552.027826,0.0,Onshore Wind,2017
South East Wales,Merthyr Tydfil ,4,1.5036,0.0,3556.31472,0.0,Onshore Wind,2017
South East Wales,Caerphilly ,18,9.455,0.0,22362.966,0.0,Onshore Wind,2017
South East Wales,Blaenau Gwent ,6,2.417,0.0,5716.6884,0.0,Onshore Wind,2017
South East Wales,Torfaen ,3,0.0095,0.0,22.4694,0.0,Onshore Wind,2017
South East Wales,Monmouthshire ,10,0.2706,0.0,640.02312,0.0,Onshore Wind,2017
South East Wales,Newport ,11,16.13,0.0,38150.676,0.0,Onshore Wind,2017
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Onshore Wind,2017
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Onshore Wind,2017
North Wales ,Isle of Anglesey ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
North Wales,Gwynedd ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
North Wales,Conwy ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
North Wales,Denbighshire ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
North Wales,Flintshire ,1,0.19,0.225,659.846175,1379.7,Sewage Gas,2017
North Wales,Wrexham ,1,1.17,1.16,4063.26329,7113.12,Sewage Gas,2017
Mid & South West Wales,Powys ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Mid & South West Wales,Ceredigion ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Mid & South West Wales,Pembrokeshire ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Mid & South West Wales,Carmarthenshire ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Mid & South West Wales,Swansea ,1,0.56,0.8,1944.80978,4905.6,Sewage Gas,2017
Mid & South West Wales,Neath Port Talbot ,1,2.962,3.31,10286.654586,20296.92,Sewage Gas,2017
South East Wales ,Bridgend ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Vale of Glamorgan ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Cardiff ,2,4.425,5.66,15367.470136,34707.12,Sewage Gas,2017
South East Wales,Rhondda Cynon Taf ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Merthyr Tydfil ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Caerphilly ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Blaenau Gwent ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Torfaen ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Monmouthshire ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
South East Wales,Newport ,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Sewage Gas,2017
North Wales ,Isle of Anglesey ,1509,36.05969,0.0,34564.85193,0.0,Solar PV,2017
North Wales,Gwynedd ,2137,35.39044,0.0,33923.345385,0.0,Solar PV,2017
North Wales,Conwy ,1308,15.20933,0.0,14578.834133,0.0,Solar PV,2017
North Wales,Denbighshire ,1530,8.69363,0.0,8333.239517,0.0,Solar PV,2017
North Wales,Flintshire ,3031,88.85572,0.0,85172.246487,0.0,Solar PV,2017
North Wales,Wrexham ,4433,40.06449,0.0,38403.634765,0.0,Solar PV,2017
Mid & South West Wales,Powys ,3889,21.86175,0.0,20955.481084,0.0,Solar PV,2017
Mid & South West Wales,Ceredigion ,2090,29.8309,0.0,28594.27359,0.0,Solar PV,2017
Mid & South West Wales,Pembrokeshire ,3581,189.42893,0.0,181576.239748,0.0,Solar PV,2017
Mid & South West Wales,Carmarthenshire ,4152,105.29367,0.0,100928.768736,0.0,Solar PV,2017
Mid & South West Wales,Swansea ,2551,51.62244,0.0,49482.455197,0.0,Solar PV,2017
Mid & South West Wales,Neath Port Talbot ,1638,38.51408,0.0,36917.496307,0.0,Solar PV,2017
South East Wales ,Bridgend ,2307,29.24662,0.0,28034.214652,0.0,Solar PV,2017
South East Wales,Vale of Glamorgan ,1989,82.29907,0.0,78887.399434,0.0,Solar PV,2017
South East Wales,Cardiff ,3244,12.99876,0.0,12459.902308,0.0,Solar PV,2017
South East Wales,Rhondda Cynon Taf ,3082,42.29844,0.0,40544.977382,0.0,Solar PV,2017
South East Wales,Merthyr Tydfil ,622,6.63524,0.0,6360.17914,0.0,Solar PV,2017
South East Wales,Caerphilly ,2419,48.56802,0.0,46554.654791,0.0,Solar PV,2017
South East Wales,Blaenau Gwent ,601,10.08202,0.0,9664.07444,0.0,Solar PV,2017
South East Wales,Torfaen ,1890,10.76225,0.0,10316.105815,0.0,Solar PV,2017
South East Wales,Monmouthshire ,3497,43.45843,0.0,41656.880524,0.0,Solar PV,2017
South East Wales,Newport ,2100,22.88444,0.0,21935.775934,0.0,Solar PV,2017
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Solar PV,2017
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Solar PV,2017
North Wales ,Isle of Anglesey ,180,0.0,0.467868,0.0,286.896658,Solar Thermal,2017
North Wales,Gwynedd ,163,0.0,0.533551,0.0,327.173473,Solar Thermal,2017
North Wales,Conwy ,250,0.0,0.937344,0.0,574.779341,Solar Thermal,2017
North Wales,Denbighshire ,137,0.0,0.36821,0.0,225.786372,Solar Thermal,2017
North Wales,Flintshire ,80,0.0,0.206524,0.0,126.640517,Solar Thermal,2017
North Wales,Wrexham ,106,0.0,0.325708,0.0,199.724146,Solar Thermal,2017
Mid & South West Wales,Powys ,666,0.0,1.875855,0.0,1150.274286,Solar Thermal,2017
Mid & South West Wales,Ceredigion ,333,0.0,0.934013,0.0,572.736772,Solar Thermal,2017
Mid & South West Wales,Pembrokeshire ,539,0.0,1.675461,0.0,1027.392685,Solar Thermal,2017
Mid & South West Wales,Carmarthenshire ,280,0.0,0.89097,0.0,546.342804,Solar Thermal,2017
Mid & South West Wales,Swansea ,144,0.0,0.404976,0.0,248.331283,Solar Thermal,2017
Mid & South West Wales,Neath Port Talbot ,38,0.0,0.111342,0.0,68.274914,Solar Thermal,2017
South East Wales ,Bridgend ,101,0.0,0.47014,0.0,288.289848,Solar Thermal,2017
South East Wales,Vale of Glamorgan ,87,0.0,0.131094,0.0,80.386841,Solar Thermal,2017
South East Wales,Cardiff ,91,0.0,0.382649,0.0,234.640367,Solar Thermal,2017
South East Wales,Rhondda Cynon Taf ,544,0.0,1.566223,0.0,960.407944,Solar Thermal,2017
South East Wales,Merthyr Tydfil ,67,0.0,0.039912,0.0,24.474038,Solar Thermal,2017
South East Wales,Caerphilly ,345,0.0,0.663632,0.0,406.939142,Solar Thermal,2017
South East Wales,Blaenau Gwent ,290,0.0,0.500424,0.0,306.859997,Solar Thermal,2017
South East Wales,Torfaen ,18,0.0,0.051231,0.0,31.414849,Solar Thermal,2017
South East Wales,Monmouthshire ,112,0.0,0.315837,0.0,193.671248,Solar Thermal,2017
South East Wales,Newport ,29,0.0,0.13366,0.0,81.960312,Solar Thermal,2017
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Solar Thermal,2017
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Solar Thermal,2017
North Wales ,Isle of Anglesey ,2,1.9,0.19,10152.84,1165.08,Anaerobic Digestion,2018
North Wales,Gwynedd ,2,0.49,0.178,2618.364,1091.496,Anaerobic Digestion,2018
North Wales,Conwy ,3,0.0,0.405,0.0,2483.46,Anaerobic Digestion,2018
North Wales,Denbighshire ,3,1.332,1.271,7117.6752,7793.772,Anaerobic Digestion,2018
North Wales,Flintshire ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
North Wales,Wrexham ,5,0.415,0.661,2217.594,4053.252,Anaerobic Digestion,2018
Mid & South West Wales,Powys ,12,3.729,2.156,19926.2844,13220.592,Anaerobic Digestion,2018
Mid & South West Wales,Ceredigion ,4,1.325,1.297,7080.27,7953.204,Anaerobic Digestion,2018
Mid & South West Wales,Pembrokeshire ,2,0.003,0.091,16.0308,558.012,Anaerobic Digestion,2018
Mid & South West Wales,Carmarthenshire ,2,0.516,0.199,2757.2976,1220.268,Anaerobic Digestion,2018
Mid & South West Wales,Swansea ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
Mid & South West Wales,Neath Port Talbot ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
South East Wales ,Bridgend ,1,2.8,0.0,14962.08,0.0,Anaerobic Digestion,2018
South East Wales,Vale of Glamorgan ,1,0.5,0.0,2671.8,0.0,Anaerobic Digestion,2018
South East Wales,Cardiff ,1,1.8,0.0,9618.48,0.0,Anaerobic Digestion,2018
South East Wales,Rhondda Cynon Taf ,1,1.189,0.704,6353.5404,4316.928,Anaerobic Digestion,2018
South East Wales,Merthyr Tydfil ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
South East Wales,Caerphilly ,2,1.899,0.522,10147.4964,3200.904,Anaerobic Digestion,2018
South East Wales,Blaenau Gwent ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
South East Wales,Torfaen ,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
South East Wales,Monmouthshire ,2,0.36,0.084,1923.696,515.088,Anaerobic Digestion,2018
South East Wales,Newport ,2,0.484,0.095,2586.3024,582.54,Anaerobic Digestion,2018
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Anaerobic Digestion,2018
North Wales ,Isle of Anglesey ,59,0.0,3.301691,0.0,10122.983831,Biomass,2018
North Wales,Gwynedd ,215,0.0,16.044542,0.0,49192.56629,Biomass,2018
North Wales,Conwy ,121,0.0,8.548217,0.0,26208.83332,Biomass,2018
North Wales,Denbighshire ,169,0.0,15.484263,0.0,47474.748925,Biomass,2018
North Wales,Flintshire ,141,0.0,13.93524,0.0,42725.44584,Biomass,2018
North Wales,Wrexham ,89,0.0,33.8416,0.0,103758.3456,Biomass,2018
Mid & South West Wales,Powys ,928,0.0,131.651848,0.0,403644.565052,Biomass,2018
Mid & South West Wales,Ceredigion ,244,0.0,43.09643,0.0,132133.65443,Biomass,2018
Mid & South West Wales,Pembrokeshire ,275,0.0,27.192312,0.0,83371.627636,Biomass,2018
Mid & South West Wales,Carmarthenshire ,475,0.0,42.736039,0.0,131028.69512,Biomass,2018
Mid & South West Wales,Swansea ,54,0.0,5.028049,0.0,15415.998462,Biomass,2018
Mid & South West Wales,Neath Port Talbot ,87,0.0,15.456777,0.0,47390.479193,Biomass,2018
South East Wales ,Bridgend ,34,0.0,7.763467,0.0,23802.791304,Biomass,2018
South East Wales,Vale of Glamorgan ,61,0.0,9.001323,0.0,27598.055929,Biomass,2018
South East Wales,Cardiff ,21,0.0,4.935984,0.0,15133.726455,Biomass,2018
South East Wales,Rhondda Cynon Taf ,59,0.0,13.942826,0.0,42748.705544,Biomass,2018
South East Wales,Merthyr Tydfil ,14,0.0,3.415416,0.0,10471.666203,Biomass,2018
South East Wales,Caerphilly ,43,0.0,6.271449,0.0,19228.261804,Biomass,2018
South East Wales,Blaenau Gwent ,14,0.0,8.766885,0.0,26879.269077,Biomass,2018
South East Wales,Torfaen ,20,0.0,2.863893,0.0,8780.697031,Biomass,2018
South East Wales,Monmouthshire ,183,0.0,19.588828,0.0,60059.345978,Biomass,2018
South East Wales,Newport ,39,0.0,10.408155,0.0,31911.402044,Biomass,2018
Offshore ,Offshore,0,0.0,0.0,0.0,0.0,Biomass,2018
Unknown (1),Unknown,0,0.0,0.0,0.0,0.0,Biomass,2018
North Wales ,Isle of Anglesey ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
North Wales,Gwynedd ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
North Wales,Conwy ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
North Wales,Denbighshire ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
North Wales,Flintshire ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
North Wales,Wrexham ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
Mid & South West Wales,Powys ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
Mid & South West Wales,Ceredigion ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
Mid & South West Wales,Pembrokeshire ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
Mid & South West Wales,Carmarthenshire ,0,0.0,0.0,0.0,0.0,Energy from Waste,2018
